dataset,task,method,protocol,query_split,gallery_split,seed,num_train,num_queries,num_gallery,clip_checkpoint,summary_csv,per_query_csv,split_manifest_csv,query_band_cache,gallery_band_cache,query_proxy,sigma,num_steps,lr,lambda_m,k,grad_clip,early_stop_tol,avg_query_fusion_ms,avg_query_optimization_ms,avg_gallery_fusion_ms,avg_gallery_optimization_ms,R@1,R@5,R@10,mAP
EuroSAT_MS,image_to_image_single_label,Ours (13-band pipeline),EuroSAT 80/10/10 matched protocol,val,test,42,21600,2700,2700,checkpoints/ViT-B-16.pt,results/matched_protocol/eurosat_matched_protocol_summary.csv,results/matched_protocol/eurosat_matched_protocol_per_query.csv,results/matched_protocol/eurosat_matched_protocol_split_manifest.csv,results/matched_protocol/eurosat_matched_protocol_query_band_embeddings.pt,results/matched_protocol/eurosat_matched_protocol_gallery_band_embeddings.pt,mean_band_embedding,0.5,5,0.01,0.1,5,1.0,1e-06,2.7646088123502626,2.493848904193362,2.6358090213142096,2.39173719467578,83.55555534362793,96.03703618049622,98.00000190734863,45.55759329928292
