query_index,num_active_labels,num_relevant_gallery,AP_percent,first_hit_rank,hit@1,hit@5,hit@10
940,2,5591,73.0015218257904,1,True,True,True
941,2,5629,54.297518730163574,1,True,True,True
942,2,5001,54.16170358657837,3,False,True,True
943,2,5218,61.245208978652954,1,True,True,True
944,1,3721,44.86478269100189,1,True,True,True
945,4,6740,69.27322745323181,1,True,True,True
946,3,5869,82.35284090042114,1,True,True,True
947,3,7284,83.73680710792542,1,True,True,True
948,1,3721,47.73664176464081,1,True,True,True
949,3,6684,70.91139554977417,1,True,True,True
950,4,8755,90.08663296699524,1,True,True,True
951,4,8772,91.38691425323486,1,True,True,True
952,1,3990,44.24724876880646,1,True,True,True
953,2,5218,66.24948382377625,1,True,True,True
954,4,9180,93.14776659011841,1,True,True,True
955,1,3721,51.97398662567139,1,True,True,True
956,4,8805,93.12618970870972,1,True,True,True
957,5,8381,90.76678156852722,1,True,True,True
958,2,5556,61.96284890174866,1,True,True,True
959,2,5629,82.88668990135193,1,True,True,True
960,3,8132,82.35833048820496,1,True,True,True
961,6,8705,90.83118438720703,1,True,True,True
962,2,3329,44.635796546936035,1,True,True,True
963,2,4300,48.73861074447632,1,True,True,True
964,1,4518,62.73742914199829,1,True,True,True
965,3,7507,79.39832806587219,2,False,True,True
966,3,8220,87.993985414505,1,True,True,True
967,3,8185,79.68966364860535,1,True,True,True
968,1,3721,48.09701144695282,1,True,True,True
969,1,2319,34.93003249168396,1,True,True,True
970,2,5218,66.78996086120605,1,True,True,True
971,1,3218,48.298487067222595,1,True,True,True
972,5,8549,90.52709341049194,1,True,True,True
973,4,6580,87.88713812828064,1,True,True,True
974,2,5001,54.13045287132263,1,True,True,True
975,3,6207,71.40754461288452,2,False,True,True
976,2,3329,51.916152238845825,1,True,True,True
977,1,3721,43.00638437271118,3,False,True,True
978,2,4507,50.17841458320618,1,True,True,True
979,2,4884,48.64620566368103,4,False,True,True
980,1,3218,35.15405356884003,16,False,False,False
981,4,7089,81.97517991065979,1,True,True,True
982,3,5738,56.94416165351868,1,True,True,True
983,3,6803,71.47320508956909,1,True,True,True
984,3,5869,78.5104751586914,1,True,True,True
985,2,5218,57.04130530357361,1,True,True,True
986,4,8939,93.33361387252808,1,True,True,True
987,1,297,6.968937814235687,1,True,True,True
988,4,8903,92.64824986457825,1,True,True,True
989,1,3218,45.174676179885864,1,True,True,True
990,4,6580,86.96138262748718,1,True,True,True
991,3,6804,67.45074391365051,1,True,True,True
992,3,6875,81.36715888977051,1,True,True,True
993,2,5629,57.35021233558655,1,True,True,True
994,2,5001,56.39716386795044,1,True,True,True
995,1,3218,44.35645937919617,1,True,True,True
996,1,3002,29.630115628242493,5,False,True,True
997,4,8657,92.08409190177917,1,True,True,True
998,1,3721,42.264845967292786,2,False,True,True
999,3,6684,63.44408988952637,1,True,True,True
